Date,SKU_ID,SKU_Name,Category,Region,Units_Sold,Unit_Price,Current_Stock,Reorder_Level,Lead_Time_Days,Promotion_Flag,Revenue
2025-03-02,SKU1005,Electronics_Item_5,Electronics,East,60.0,363.88,277.9,47,18,0,21832.8
2025-01-19,SKU1008,Grocery_Item_3,Grocery,North,95.0,1136.36,118.0,33,11,0,107954.2
15-12-2024,SKU1019,Home_Item_4,Home & Kitchen,East,276.0,368.31,3871.0,48,15,0,101653.56
2026-04-19,SKU1004,Electronics_Item_4,Electronics,East,314.0,1914.79,2591.9,67,15,0,601244.06
2026-06-14,SKU1001,Electronics_Item_1,ELECTRONICS,South,52.0,1946.19,317.0,46,14,0,101201.88
2025-02-16,SKU1025,Beauty_Item_5,Beauty,South,236.0,1722.11,4210.9,28,14,0,406417.96
2025-01-12,SKU1010,Grocery_Item_5,Grocery,South,214.0,2077.7,4663.1,57,7,0,444627.8
2026-05-10,SKU1020,Home_Item_5,Home & Kitchen,East,47.0,605.93,266.2,60,13,1,28478.71
2025-01-19,SKU1002,Electronics_Item_2,Electronics,West,207.0,2153.56,364.4,61,4,0,445786.92
2025-01-05,SKU1011,Apparel_Item_1,Apparel,South,163.0,1907.31,677.9,41,15,0,310891.53
2024-09-29,SKU1013,Apparel_Item_3,Apparel,South,280.0,1957.04,399.1,31,16,0,547971.2
2025-09-21,SKU1024,Beauty_Item_4,Beauty,West,107.0,999.32,1016.3,37,19,0,106927.24
22-12-2024,SKU1014,Apparel_Item_4,Apparel,South,245.0,1193.47,128.6,22,11,0,292400.15
13-04-2025,SKU1005,Electronics_Item_5,Electronics,North  ,53.0,363.88,252.5,47,18,0,19285.64
14-06-2026,SKU1011,Apparel_Item_1,Apparel,South,165.0,1907.31,619.0,41,15,0,314706.15
2025-12-21,SKU1019,Home_Item_4,HOME & KITCHEN,West,302.0,368.31,353.0,48,15,0,111229.62
2026-03-22,SKU1014,Apparel_Item_4,Apparel,East  ,171.0,1193.47,607.8,22,11,0,204083.37
2025-04-06,SKU1012,Apparel_Item_2,Apparel,East,69.0,2428.21,1421.1,73,11,0,167546.49
2025-09-07,SKU1014,Apparel_Item_4,Apparel,North,165.0,1193.47,1157.9,22,11,0,196922.55
2025-06-15,SKU1025,Beauty_Item_5,Beauty,West,233.0,1722.11,611.9,28,14,1,401251.63
2026-06-07,SKU1007,Grocery_Item_2,Grocery,West,,1627.47,190.0,69,10,0,369435.69
2025-11-16,SKU1005,Electronics_Item_5,Electronics,South,82.0,363.88,138.9,47,18,0,29838.16
2025-11-02,SKU1010,Grocery_Item_5,GROCERY,North,,2077.7,725.6,57,7,0,419695.4
2025-09-14,SKU1006,Grocery_Item_1,Grocery,East,307.0,958.46,885.3,75,6,0,294247.22
2026-08-09,SKU1004,Electronics_Item_4,Electronics,West,273.0,1914.79,212.4,67,15,0,522737.67
2025-10-12,SKU1013,Apparel_Item_3,Apparel,East,324.0,1957.04,1359.7,31,16,0,634080.96
26-01-2025,SKU1021,Beauty_Item_1,Beauty,South,337.0,1121.02,4835.3,69,5,0,377783.74
2026-07-12,SKU1017,Home_Item_2,Home & Kitchen,South,240.0,848.27,3936.6,42,19,0,203584.8
2026-01-18,SKU1018,Home_Item_3,Home & Kitchen,West,212.0,1200.41,225.0,31,17,0,254486.92
2024-11-17,SKU1025,Beauty_Item_5,Beauty,West,323.0,1722.11,1151.9,28,14,0,556241.53
2025-11-23,SKU1011,Apparel_Item_1,Apparel,South,208.0,1907.31,2148.5,41,15,0,396720.48
2025-08-24,SKU1014,Apparel_Item_4,Apparel,,156.0,1193.47,1474.9,22,11,0,186181.32
2026-02-15,SKU1004,Electronics_Item_4,Electronics,South,327.0,1914.79,197.8,67,15,0,626136.33
2025-03-30,SKU1009,Grocery_Item_4,Grocery,East,174.0,1408.73,3249.3,23,18,0,245119.02
2026-03-29,SKU1019,Home_Item_4,Home & Kitchen,West,216.0,368.31,256.6,48,15,0,79554.96
2026-02-01,SKU1010,Grocery_Item_5,Grocery,West,175.0,2077.7,478.9,57,7,0,363597.5
2026-02-01,SKU1011,Apparel_Item_1,Apparel,South,159.0,1907.31,169.5,41,15,0,303262.29
2025-02-16,SKU1022,Beauty_Item_2,BEAUTY,South,,1765.65,148.7,38,4,0,217174.95
2025-11-30,SKU1013,Apparel_Item_3,Apparel,South,375.0,1957.04,393.5,31,16,0,733890.0
2025-08-17,SKU1004,Electronics_Item_4,ELECTRONICS,North  ,332.0,1914.79,846.2,67,15,0,635710.28
2025-04-27,SKU1018,Home_Item_3,Home & Kitchen,West,134.0,1200.41,668.5,31,17,0,160854.94
2024-12-22,SKU1001,Electronics_Item_1,Electronics,South,103.0,1946.19,550.7,46,14,0,200457.57
2026-02-01,SKU1013,Apparel_Item_3,APPAREL,West,323.0,1957.04,634.3,31,16,0,632123.92
2026-01-11,SKU1024,Beauty_Item_4,BEAUTY,West,115.0,999.32,149.8,37,19,0,114921.8
2025-02-02,SKU1014,Apparel_Item_4,Apparel,South,184.0,,35.8,22,11,0,219598.48
2026-02-08,SKU1016,Home_Item_1,Home & Kitchen,North,84.0,1874.67,537.2,78,9,0,157472.28
2025-12-21,SKU1004,Electronics_Item_4,Electronics,South,336.0,1914.79,1263.7,67,15,0,643369.44
2026-06-21,SKU1006,Grocery_Item_1,Grocery,East,205.0,958.46,,75,6,0,196484.3
2026-05-03,SKU1014,Apparel_Item_4,Apparel,West,115.0,1193.47,813.2,22,11,0,137249.05
2025-07-20,SKU1021,Beauty_Item_1,Beauty,West,216.0,1121.02,1401.7,69,5,0,242140.32
2026-05-10,SKU1013,Apparel_Item_3,Apparel,North,274.0,1957.04,1090.9,31,16,0,536228.96
2025-08-31,SKU1012,Apparel_Item_2,APPAREL,,73.0,2428.21,345.1,73,11,0,177259.33
2024-09-22,SKU1022,Beauty_Item_2,Beauty,South,111.0,1765.65,2224.2,38,4,0,195987.15
2025-02-02,SKU1023,Beauty_Item_3,Beauty,West  ,171.0,2089.04,612.3,68,10,0,357225.84
2025-04-06,SKU1008,Grocery_Item_3,Grocery,South,102.0,1136.36,350.2,33,11,1,115908.72
2026-07-19,SKU1012,Apparel_Item_2,Apparel,West,64.0,2428.21,79.3,73,11,0,155405.44
2026-05-31,SKU1015,Apparel_Item_5,Apparel,West,24.0,428.01,286.5,60,16,0,10272.24
2024-09-01,SKU1001,Electronics_Item_1,Electronics,South,81.0,1946.19,118.2,46,14,0,157641.39
2026-01-25,SKU1015,Apparel_Item_5,APPAREL,East,46.0,428.01,196.5,60,16,0,19688.46
2026-06-21,SKU1019,Home_Item_4,Home & Kitchen,South,163.0,368.31,666.9,48,15,0,60034.53
2025-04-13,SKU1021,Beauty_Item_1,BEAUTY,East,,1121.02,1656.3,69,5,0,236535.22
2026-06-14,SKU1010,Grocery_Item_5,Grocery,South,164.0,2077.7,419.2,57,7,0,340742.8
2026-05-03,SKU1021,Beauty_Item_1,Beauty,North,240.0,1121.02,276.9,69,5,0,269044.8
2025-08-10,SKU1011,Apparel_Item_1,Apparel,South,155.0,1907.31,2322.2,41,15,0,295633.05
2025-05-18,SKU1014,Apparel_Item_4,APPAREL,West,118.0,1193.47,113.1,22,11,0,140829.46
2026-02-01,SKU1008,Grocery_Item_3,Grocery,West  ,89.0,1136.36,1510.8,33,11,0,101136.04
2025-07-13,SKU1015,Apparel_Item_5,Apparel,East,43.0,428.01,251.5,60,16,1,18404.43
2025-06-08,SKU1009,Grocery_Item_4,Grocery,North,205.0,1408.73,1501.3,23,18,0,288789.65
2025-07-20,SKU1023,Beauty_Item_3,Beauty,North,,2089.04,715.9,68,10,0,317534.08
2026-04-05,SKU1018,Home_Item_3,Home & Kitchen,West,150.0,1200.41,194.9,31,17,0,180061.5
2025-11-16,SKU1004,Electronics_Item_4,Electronics,West,330.0,1914.79,,67,15,0,631880.7
2025-01-12,SKU1011,Apparel_Item_1,Apparel,East,303.0,1907.31,374.9,41,15,1,577914.93
2026-08-02,SKU1014,Apparel_Item_4,APPAREL,East,134.0,1193.47,70.6,22,11,0,159924.98
2025-04-27,SKU1020,Home_Item_5,Home & Kitchen,North,56.0,605.93,186.4,60,13,1,33932.08
2026-02-08,SKU1003,Electronics_Item_3,Electronics,North,354.0,280.73,1323.0,78,12,0,99378.42
2024-10-13,SKU1007,Grocery_Item_2,Grocery,East,320.0,1627.47,1447.6,69,10,0,520790.4
2025-04-20,SKU1009,Grocery_Item_4,Grocery,East,163.0,1408.73,2721.3,23,18,0,229622.99
2026-05-24,SKU1025,Beauty_Item_5,Beauty,West  ,200.0,1722.11,,28,14,0,344422.0
2026-06-07,SKU1023,Beauty_Item_3,Beauty,North,125.0,2089.04,959.9,68,10,0,261130.0
2025-09-28,SKU1011,Apparel_Item_1,Apparel,West,173.0,1907.31,1085.2,41,15,0,329964.63
2025-10-05,SKU1024,Beauty_Item_4,Beauty,East,115.0,999.32,724.3,37,19,0,114921.8
2025-11-16,SKU1016,Home_Item_1,Home & Kitchen,South  ,101.0,1874.67,573.9,78,9,0,189341.67
2025-06-29,SKU1002,Electronics_Item_2,Electronics,South,169.0,2153.56,973.7,61,4,1,363951.64
2025-01-26,SKU1023,Beauty_Item_3,Beauty,South,255.0,2089.04,783.3,68,10,0,532705.2
2024-10-20,SKU1007,Grocery_Item_2,Grocery,North,272.0,1627.47,1175.6,69,10,0,442671.84
2025-05-25,SKU1004,Electronics_Item_4,Electronics,East  ,221.0,1914.79,459.6,67,15,0,423168.59
2025-06-29,SKU1024,Beauty_Item_4,BEAUTY,East,61.0,999.32,2298.3,37,19,0,60958.52
2026-01-18,SKU1013,Apparel_Item_3,Apparel,West,296.0,1957.04,1252.3,31,16,0,579283.84
2026-06-28,SKU1021,Beauty_Item_1,Beauty,East  ,215.0,1121.02,1550.5,69,5,0,241019.3
2025-07-13,SKU1006,Grocery_Item_1,Grocery,South,195.0,958.46,,75,6,0,186899.7
2025-12-07,SKU1005,Electronics_Item_5,Electronics,West,82.0,363.88,231.2,47,18,0,29838.16
2025-10-05,SKU1022,Beauty_Item_2,Beauty,East,112.0,1765.65,1772.2,38,4,0,197752.8
2024-11-24,SKU1021,Beauty_Item_1,Beauty,West,342.0,1121.02,904.4,69,5,0,383388.84
2025-06-29,SKU1017,Home_Item_2,Home & Kitchen,South  ,243.0,848.27,1321.3,42,19,0,206129.61
2025-02-09,SKU1002,Electronics_Item_2,Electronics,East,193.0,2153.56,4049.7,61,4,0,415637.08
2024-11-10,SKU1019,Home_Item_4,Home & Kitchen,East,223.0,368.31,473.1,48,15,0,82133.13
2025-02-09,SKU1006,Grocery_Item_1,Grocery,North,330.0,,674.0,75,6,0,316291.8
2026-02-01,SKU1015,Apparel_Item_5,Apparel,West,63.0,428.01,133.5,60,16,1,26964.63
2026-05-03,SKU1017,Home_Item_2,Home & Kitchen,West,223.0,848.27,333.6,42,19,0,189164.21
2024-09-29,SKU1017,Home_Item_2,Home & Kitchen,East,360.0,848.27,506.9,42,19,0,305377.2
2025-06-29,SKU1004,Electronics_Item_4,ELECTRONICS,North  ,225.0,1914.79,810.1,67,15,0,430827.75
2025-05-25,SKU1017,Home_Item_2,Home & Kitchen,North,208.0,848.27,401.7,42,19,0,176440.16
2026-01-18,SKU1024,Beauty_Item_4,Beauty,West,111.0,999.32,38.8,37,19,0,110924.52
2024-09-22,SKU1017,Home_Item_2,HOME & KITCHEN,North,,848.27,866.9,42,19,0,213764.04
2025-08-24,SKU1004,Electronics_Item_4,ELECTRONICS,East,291.0,1914.79,555.2,67,15,0,557203.89
2025-09-21,SKU1018,Home_Item_3,Home & Kitchen,East,159.0,1200.41,370.2,31,17,0,190865.19
2025-01-05,SKU1023,Beauty_Item_3,Beauty,South,220.0,2089.04,285.9,68,10,0,459588.8
2024-12-01,SKU1014,Apparel_Item_4,Apparel,North,226.0,1193.47,,22,11,0,269724.22
2026-03-15,SKU1014,Apparel_Item_4,Apparel,West,156.0,1193.47,,22,11,0,186181.32
2025-09-07,SKU1001,Electronics_Item_1,Electronics,East,82.0,1946.19,440.3,46,14,0,159587.58
06-04-2025,SKU1023,Beauty_Item_3,Beauty,North,160.0,2089.04,2665.9,68,10,0,334246.4
2024-12-29,SKU1008,Grocery_Item_3,Grocery,East,107.0,,440.0,33,11,0,121590.52
2026-07-05,SKU1012,Apparel_Item_2,Apparel,South,109.0,2428.21,211.3,73,11,1,264674.89
2026-06-14,SKU1025,Beauty_Item_5,BEAUTY,South,175.0,1722.11,2551.2,28,14,0,301369.25
2026-06-07,SKU1013,Apparel_Item_3,Apparel,North,2398.025299631145,1957.04,137.9,31,16,0,401193.2
2025-07-13,SKU1012,Apparel_Item_2,Apparel,West,77.0,2428.21,466.1,73,11,0,186972.17
2025-09-14,SKU1023,Beauty_Item_3,Beauty,South,160.0,2089.04,579.7,68,10,0,334246.4
2025-02-09,SKU1024,Beauty_Item_4,BEAUTY,West,93.0,999.32,482.6,37,19,0,92936.76
2025-04-06,SKU1025,Beauty_Item_5,Beauty,North,177.0,1722.11,,28,14,0,304813.47
2024-10-13,SKU1001,Electronics_Item_1,Electronics,West  ,108.0,1946.19,493.5,46,14,0,210188.52
2025-11-30,SKU1020,Home_Item_5,Home & Kitchen,North,35.0,605.93,286.4,60,13,0,21207.55
2025-04-20,SKU1013,Apparel_Item_3,Apparel,West,214.0,1957.04,1051.0,31,16,0,418806.56
2024-11-03,SKU1007,Grocery_Item_2,Grocery,West,365.0,1627.47,578.6,69,10,0,594026.55
2025-06-15,SKU1019,Home_Item_4,Home & Kitchen,West,158.0,368.31,581.7,48,15,0,58192.98
2026-08-09,SKU1023,Beauty_Item_3,Beauty,West,168.0,2089.04,758.9,68,10,0,350958.72
2026-05-10,SKU1023,Beauty_Item_3,Beauty,North,128.0,2089.04,428.8,68,10,0,267397.12
2026-06-14,SKU1022,Beauty_Item_2,Beauty,East,90.0,1765.65,1161.0,38,4,1,158908.5
04-01-2026,SKU1007,Grocery_Item_2,Grocery,North,266.0,1627.47,810.1,69,10,0,432907.02
2026-06-07,SKU1006,Grocery_Item_1,Grocery,South,160.0,958.46,1097.8,75,6,0,153353.6
2025-11-02,SKU1023,Beauty_Item_3,Beauty,East,189.0,2089.04,256.6,68,10,0,394828.56
2025-03-09,SKU1017,Home_Item_2,Home & Kitchen,West,333.0,848.27,1520.6,42,19,0,282473.91
2025-08-03,SKU1005,Electronics_Item_5,Electronics,West  ,54.0,,1211.9,47,18,0,19649.52
2025-08-17,SKU1018,Home_Item_3,HOME & KITCHEN,North,169.0,1200.41,326.6,31,17,0,202869.29
2026-06-21,SKU1023,Beauty_Item_3,Beauty,South,177.0,2089.04,661.9,68,10,1,369760.08
2025-01-19,SKU1023,Beauty_Item_3,Beauty,North,281.0,2089.04,1038.3,68,10,1,587020.24
2026-05-24,SKU1008,Grocery_Item_3,Grocery,East,42.0,1136.36,390.8,33,11,0,47727.12
2025-04-20,SKU1012,Apparel_Item_2,APPAREL,North,98.0,2428.21,1258.1,73,11,1,237964.58
2025-07-06,SKU1008,Grocery_Item_3,Grocery,South,65.0,1136.36,570.5,33,11,0,73863.4
2025-08-24,SKU1018,Home_Item_3,Home & Kitchen,South,177.0,1200.41,149.6,31,17,0,212472.57
2026-05-03,SKU1020,Home_Item_5,Home & Kitchen,West,31.0,605.93,313.2,60,13,0,18783.83
2026-08-09,SKU1014,Apparel_Item_4,Apparel,North,159.0,1193.47,,22,11,0,189761.73
2024-09-29,SKU1001,Electronics_Item_1,Electronics,North,161.0,1946.19,148.3,46,14,1,313336.59
2024-12-15,SKU1023,Beauty_Item_3,Beauty,East,182.0,2089.04,1067.9,68,10,0,380205.28
2025-09-07,SKU1019,Home_Item_4,Home & Kitchen,East,289.0,368.31,4382.0,48,15,1,106441.59
2026-06-21,SKU1021,Beauty_Item_1,Beauty,North,3279.695692738445,1121.02,1765.5,69,5,0,290344.18
2024-10-27,SKU1004,Electronics_Item_4,Electronics,East,363.0,1914.79,494.2,67,15,0,695068.77
2025-02-09,SKU1013,Apparel_Item_3,Apparel,East  ,297.0,1957.04,943.6,31,16,0,581240.88
2026-06-07,SKU1002,Electronics_Item_2,Electronics,West,116.0,,3362.3,61,4,0,249812.96
2026-01-18,SKU1015,Apparel_Item_5,Apparel,North,79.0,428.01,,60,16,1,33812.79
2026-08-02,SKU1024,Beauty_Item_4,Beauty,North,101.0,999.32,850.7,37,19,0,100931.32
2025-01-19,SKU1013,Apparel_Item_3,Apparel,South,252.0,1957.04,360.6,31,16,0,493174.08
2026-08-23,SKU1005,Electronics_Item_5,Electronics,East,,363.88,64.3,47,18,0,22196.68
2026-04-12,SKU1008,Grocery_Item_3,Grocery,South,58.0,1136.36,748.8,33,11,0,65908.88
2026-01-04,SKU1018,Home_Item_3,Home & Kitchen,East,292.0,1200.41,688.0,31,17,1,350519.72
2024-09-01,SKU1014,Apparel_Item_4,Apparel,West,172.0,1193.47,1124.1,22,11,0,205276.84
2025-06-08,SKU1021,Beauty_Item_1,Beauty,North,206.0,1121.02,1194.5,69,5,0,230930.12
2026-07-12,SKU1006,Grocery_Item_1,Grocery,East,277.0,958.46,1725.8,75,6,0,265493.42
2026-07-19,SKU1008,Grocery_Item_3,Grocery,North,64.0,1136.36,301.6,33,11,0,72727.04
2025-06-08,SKU1022,Beauty_Item_2,Beauty,West,75.0,1765.65,220.9,38,4,0,132423.75
23-11-2025,SKU1018,Home_Item_3,Home & Kitchen,South,244.0,1200.41,1993.0,31,17,0,292900.04
2025-11-16,SKU1014,Apparel_Item_4,APPAREL,North,246.0,1193.47,1030.3,22,11,0,293593.62
2026-02-08,SKU1014,Apparel_Item_4,Apparel,South,195.0,1193.47,603.6,22,11,0,232726.65
2026-07-05,SKU1013,Apparel_Item_3,Apparel,West  ,255.0,1957.04,773.2,31,16,0,499045.2
2025-07-13,SKU1003,Electronics_Item_3,Electronics,East,209.0,280.73,876.3,78,12,0,58672.57
2025-07-13,SKU1020,Home_Item_5,Home & Kitchen,South  ,37.0,605.93,,60,13,0,22419.41
2026-06-28,SKU1008,Grocery_Item_3,Grocery,East,68.0,1136.36,62.8,33,11,0,77272.48
15-12-2024,SKU1017,Home_Item_2,Home & Kitchen,West,407.0,848.27,1633.6,42,19,0,345245.89
2025-12-14,SKU1023,Beauty_Item_3,Beauty,East,253.0,2089.04,1140.7,68,10,0,528527.12
2026-07-19,SKU1010,Grocery_Item_5,Grocery,North,192.0,2077.7,3019.7,57,7,0,398918.4
2025-06-08,SKU1011,Apparel_Item_1,Apparel,North,126.0,1907.31,930.2,41,15,0,240321.06
2024-12-29,SKU1009,Grocery_Item_4,Grocery,East,229.0,1408.73,1033.8,23,18,0,322599.17
2025-11-16,SKU1008,Grocery_Item_3,Grocery,West,,1136.36,201.6,33,11,0,102272.4
2026-05-10,SKU1007,Grocery_Item_2,Grocery,West,242.0,1627.47,1107.0,69,10,0,393847.74
2025-02-23,SKU1006,Grocery_Item_1,Grocery,West,281.0,958.46,106.0,75,6,0,269327.26
2026-06-21,SKU1007,Grocery_Item_2,Grocery,East,240.0,1627.47,1137.0,69,10,0,390592.8
2026-04-26,SKU1022,Beauty_Item_2,Beauty,North,56.0,1765.65,276.1,38,4,0,98876.4
2026-01-04,SKU1011,Apparel_Item_1,Apparel,East,205.0,,929.5,41,15,0,390998.55
2025-11-16,SKU1020,Home_Item_5,HOME & KITCHEN,South,39.0,605.93,,60,13,0,23631.27
2025-04-06,SKU1010,Grocery_Item_5,Grocery,West  ,198.0,2077.7,1920.1,57,7,0,411384.6
2025-10-26,SKU1018,Home_Item_3,Home & Kitchen,North,217.0,1200.41,2914.0,31,17,0,260488.97
2024-12-08,SKU1012,Apparel_Item_2,Apparel,South,73.0,2428.21,358.4,73,11,0,177259.33
2026-05-03,SKU1012,Apparel_Item_2,Apparel,South,79.0,2428.21,503.4,73,11,0,191828.59
2024-09-22,SKU1024,Beauty_Item_4,Beauty,North  ,110.0,999.32,400.6,37,19,0,109925.2
2024-11-03,SKU1013,Apparel_Item_3,Apparel,South  ,308.0,1957.04,3573.6,31,16,0,602768.32
2026-07-12,SKU1015,Apparel_Item_5,APPAREL,South  ,32.0,428.01,,60,16,0,13696.32
2026-02-22,SKU1012,Apparel_Item_2,Apparel,North,,2428.21,1237.4,73,11,0,160261.86
2024-11-24,SKU1019,Home_Item_4,Home & Kitchen,North,196.0,,57.1,48,15,0,72188.76
2026-05-17,SKU1014,Apparel_Item_4,APPAREL,East,140.0,1193.47,492.2,22,11,0,167085.8
11-05-2025,SKU1012,Apparel_Item_2,Apparel,East,67.0,2428.21,1048.1,73,11,0,162690.07
2026-06-07,SKU1004,Electronics_Item_4,Electronics,North,307.0,1914.79,743.9,67,15,0,587840.53
2024-11-24,SKU1008,Grocery_Item_3,Grocery,East,104.0,1136.36,335.5,33,11,0,118181.44
2025-10-05,SKU1025,Beauty_Item_5,Beauty,South,304.0,1722.11,1028.2,28,14,0,523521.44
2025-05-25,SKU1015,Apparel_Item_5,Apparel,East,26.0,428.01,211.3,60,16,0,11128.26
2025-10-05,SKU1016,Home_Item_1,Home & Kitchen,East  ,91.0,1874.67,525.7,78,9,0,170594.97
2025-06-01,SKU1022,Beauty_Item_2,Beauty,South,56.0,1765.65,295.9,38,4,0,98876.4
2025-02-16,SKU1009,Grocery_Item_4,GROCERY,North,231.0,1408.73,4376.3,23,18,0,325416.63
2026-04-26,SKU1016,Home_Item_1,Home & Kitchen,South,57.0,1874.67,255.3,78,9,0,106856.19
16-08-2026,SKU1012,Apparel_Item_2,Apparel,North,74.0,2428.21,235.5,73,11,0,179687.54
2026-01-25,SKU1016,Home_Item_1,Home & Kitchen,North,94.0,1874.67,134.1,78,9,0,176218.98
2026-03-15,SKU1015,Apparel_Item_5,APPAREL,South,37.0,428.01,109.7,60,16,0,15836.37
2025-05-04,SKU1006,Grocery_Item_1,Grocery,East,138.0,958.46,463.9,75,6,0,132267.48
2024-11-03,SKU1001,Electronics_Item_1,Electronics,West,113.0,1946.19,153.5,46,14,0,219919.47
2026-08-02,SKU1025,Beauty_Item_5,Beauty,East,259.0,1722.11,981.2,28,14,0,446026.49
2025-05-25,SKU1019,Home_Item_4,Home & Kitchen,West,289.0,368.31,1110.7,48,15,1,106441.59
2026-07-26,SKU1020,Home_Item_5,Home & Kitchen,West,21.0,605.93,142.6,60,13,0,12724.53
2025-05-11,SKU1013,Apparel_Item_3,Apparel,West,181.0,1957.04,416.0,31,16,0,354224.24
2026-04-26,SKU1001,Electronics_Item_1,Electronics,West,571.5826808073333,1946.19,190.2,46,14,0,101201.88
2025-11-30,SKU1025,Beauty_Item_5,BEAUTY,West,481.0,1722.11,543.8,28,14,0,828334.91
2025-03-02,SKU1024,Beauty_Item_4,Beauty,East,164.0,999.32,130.6,37,19,1,163888.48
2026-08-02,SKU1005,Electronics_Item_5,Electronics,East,46.0,363.88,251.3,47,18,0,16738.48
2024-09-01,SKU1018,Home_Item_3,Home & Kitchen,East,163.0,1200.41,791.2,31,17,0,195666.83
2025-03-02,SKU1012,Apparel_Item_2,Apparel,East,78.0,2428.21,,73,11,0,189400.38
2025-03-30,SKU1002,Electronics_Item_2,Electronics,North,150.0,2153.56,2681.7,61,4,0,323034.0
2026-07-26,SKU1024,Beauty_Item_4,Beauty,South,86.0,999.32,951.7,37,19,0,85941.52
2025-03-09,SKU1010,Grocery_Item_5,Grocery,West,269.0,2077.7,2763.1,57,7,0,558901.3
2025-05-18,SKU1008,Grocery_Item_3,Grocery,West,57.0,1136.36,447.2,33,11,0,64772.52
02-02-2025,SKU1006,Grocery_Item_1,Grocery,North,309.0,958.46,1004.0,75,6,0,296164.14
2026-02-22,SKU1005,Electronics_Item_5,Electronics,East,63.0,363.88,70.5,47,18,0,22924.44
2026-01-25,SKU1007,Grocery_Item_2,Grocery,East,580.0,1627.47,3822.1,69,10,1,943932.6
2026-06-21,SKU1004,Electronics_Item_4,Electronics,West,227.0,1914.79,246.9,67,15,0,434657.33
2025-10-26,SKU1010,Grocery_Item_5,Grocery,West,185.0,2077.7,,57,7,0,384374.5
2024-09-22,SKU1006,Grocery_Item_1,Grocery,South,269.0,958.46,908.0,75,6,0,257825.74
2024-09-22,SKU1021,Beauty_Item_1,BEAUTY,West,351.0,1121.02,671.6,69,5,0,393478.02
2026-02-15,SKU1011,Apparel_Item_1,Apparel,East,181.0,1907.31,736.4,41,15,0,345223.11
2025-12-14,SKU1014,Apparel_Item_4,Apparel,North,211.0,1193.47,110.3,22,11,0,251822.17
10-11-2024,SKU1022,Beauty_Item_2,Beauty,North,136.0,1765.65,1317.2,38,4,0,240128.4
2025-02-16,SKU1013,Apparel_Item_3,APPAREL,East,288.0,1957.04,655.6,31,16,0,563627.52
2024-11-10,SKU1015,Apparel_Item_5,Apparel,North,56.0,428.01,157.6,60,16,0,23968.56
2025-08-31,SKU1009,Grocery_Item_4,Grocery,South,207.0,1408.73,679.1,23,18,0,291607.11
2025-10-05,SKU1008,Grocery_Item_3,Grocery,South,93.0,1136.36,428.9,33,11,0,105681.48
2026-05-10,SKU1015,Apparel_Item_5,Apparel,West,,428.01,109.8,60,16,0,10272.24
2026-02-15,SKU1015,Apparel_Item_5,Apparel,North,39.0,428.01,269.7,60,16,0,16692.39
2025-05-11,SKU1018,Home_Item_3,Home & Kitchen,East,129.0,1200.41,408.5,31,17,0,154852.89
21-06-2026,SKU1013,Apparel_Item_3,APPAREL,West,333.0,1957.04,1248.2,31,16,0,651694.32
2025-11-30,SKU1018,Home_Item_3,Home & Kitchen,South,186.0,1200.41,1807.0,31,17,0,223276.26
12-04-2026,SKU1006,Grocery_Item_1,Grocery,West,197.0,958.46,1071.0,75,6,0,188816.62
2026-03-01,SKU1011,Apparel_Item_1,Apparel,West,189.0,1907.31,,41,15,0,360481.59
2024-11-10,SKU1025,Beauty_Item_5,Beauty,West,279.0,,1474.9,28,14,0,480468.69
2025-11-09,SKU1022,Beauty_Item_2,Beauty,South,126.0,1765.65,1139.2,38,4,0,222471.9
2025-01-05,SKU1014,Apparel_Item_4,Apparel,North,192.0,1193.47,828.8,22,11,0,229146.24
2024-12-08,SKU1023,Beauty_Item_3,Beauty,South,228.0,2089.04,184.4,68,10,0,476301.12
2025-02-09,SKU1017,Home_Item_2,Home & Kitchen,East,304.0,,919.9,42,19,0,257874.08
2026-03-08,SKU1017,Home_Item_2,Home & Kitchen,East  ,342.0,848.27,841.3,42,19,0,290108.34
2025-04-13,SKU1025,Beauty_Item_5,Beauty,East,222.0,,2310.9,28,14,0,382308.42
2025-08-24,SKU1013,Apparel_Item_3,Apparel,North,275.0,1957.04,,31,16,0,538186.0
2026-08-09,SKU1018,Home_Item_3,Home & Kitchen,South,170.0,1200.41,602.4,31,17,0,204069.7
2025-12-07,SKU1013,Apparel_Item_3,Apparel,West,294.0,1957.04,99.5,31,16,0,575369.76
2025-10-12,SKU1014,Apparel_Item_4,Apparel,North,183.0,1193.47,91.9,22,11,0,218405.01
2026-08-23,SKU1011,Apparel_Item_1,Apparel,West,185.0,1907.31,,41,15,0,352852.35
2024-09-22,SKU1002,Electronics_Item_2,Electronics,West,198.0,2153.56,678.7,61,4,0,426404.88
2026-01-25,SKU1002,Electronics_Item_2,Electronics,West,2506.7669609384106,2153.56,924.1,61,4,0,480243.88
2025-04-13,SKU1004,Electronics_Item_4,Electronics,South,278.0,1914.79,92.9,67,15,0,532311.62
2025-09-21,SKU1025,Beauty_Item_5,BEAUTY,South,284.0,1722.11,1567.2,28,14,0,489079.24
11-01-2026,SKU1017,Home_Item_2,Home & Kitchen,West,304.0,,2211.7,42,19,0,257874.08
2026-06-07,SKU1021,Beauty_Item_1,Beauty,East,288.0,1121.02,396.6,69,5,0,322853.76
2026-07-12,SKU1005,Electronics_Item_5,Electronics,West,54.0,363.88,,47,18,0,19649.52
